Classificacao;Tweet Tratado;Tweet Original
no;['ate', 'agora', 'so', 'cortou', 'acem', 'porque', 'file', 'mignon', 'continua', 'nadando', 'bracada'];'Ate agora so cortou o acem porque o file mignon continua nadando de bracada'
no;['so', 'conversa', 'mole', 'desde', 'golpeou', 'poder', 'nao', 'temer'];'So conversa mole desde que golpeou o poder nao e Temer'
no;['corta', 'propria', 'carne', 'povao', 'enganado', 'sistema', 'es', 'goto', 'televisao'];'Corta na propria carne do povao enganado pelo sistema  es goto de televisao'
no;['impopular', 'ja', 'mordomo', 'cortar', 'propria', 'carne', 'nao', 'bem', 'porque', 'nao', 'carne'];'Impopular tu ja e Mordomo Cortar na propria carne nao e bem isso mesmo porque nao e tua carne'
no;['to', 'ligado', 'por', 'gastos', 'cartoes', 'corporativos', 'utilizacao', 'avioes', 'fab', 'subiram', 'corta', 'carne'];'To ligado Por isso os gastos dos cartoes corporativos e a utilizacao dos avioes da FAB  subiram esse corta na carne mesmo '
no;['cortando', 'propria', 'picanha', 'churrasco', 'domingo', 'deve', 'ter', 'faltado', 'churrasqueiro'];'Cortando a propria picanha no churrasco de domingo Deve ter faltado o churrasqueiro'
no;['porque', 'nao', 'reduz', 'salarios', 'milionarios', 'toda', 'classe', 'politica', 'porque', 'nao', 'nao', 'cria', 'lei', 'todos', 'politicos', 'arquem', 'despesas', 'porque', 'nao', 'acaba', 'foro', 'privilegiado', 'parlamentares', 'porque', 'nao', 'cria', 'mecanismos', 'pra', 'colocar', 'corruptos', 'cadeia', 'fazer', 'devolvam', 'roubaram'];'Porque nao reduz os salarios milionarios de toda a classe politica  porque nao  nao cria uma lei em que todos os politicos arquem com suas despesas  porque nao acaba com o foro privilegiado de parlamentares porque nao cria mecanismos pra colocar os corruptos na cadeia e fazer com que devolvam o que roubaram '
no;['eu', 'concordando', 'pec', 'vi', 'reportagem', 'hoje', 'g', 'farra', 'ministros', 'aviao', 'fab', 'fiquei', 'revoltadoesse', 'pais', 'nao', 'conserto', 'nao'];'Eu estava concordando com a PEC mais depois que eu vi a reportagem hoje no G da farra dos ministros com aviao da FAB  fiquei revoltadoEsse pais nao tem conserto nao'
no;['e', 'farra', 'ministros', 'politicos', 'gente', 'governo', 'aviao', 'fab', 'paga', 'conta', 'corte', 'carne', 'nao', 'existe', 'agora', 'viajassem', 'aviao', 'carreira', 'ai', 'acreditava'];'E a farra dos ministros POLITICOS  e mais gente do governo com aviao da FAB quem paga a conta esse corte na carne nao existe Agora se  viajassem em aviao de carreira ai se acreditava '
no;['ahhh', 'cortar', 'propria', 'carne', 'vou', 'ficar', 'medo', 'entao', 'cortar', 'carne'];'ahhh isso e cortar da propria carne Vou ficar com medo entao quando ele for cortar da nossa carne'
no;['desde', 'assumiu', 'so', 'falafalamas', 'resolucao', 'nenhuma'];'Desde que assumiu so falafalamas resolucao nenhuma'
no;['sr', 'presidente', 'brasil', 'lado', 'venham', 'reformas', 'chega', 'mimimi', 'vamos', 'trabalhar'];'Sr presidente o Brasil esta ao seu lado que venham as reformas chega de mimimi e vamos trabalhar'
no;['primeiro', 'aumento', 'amiguinhos', 'ferro', 'povo'];'Primeiro aumento para os amiguinhos depois ferro no povo'
no;['e', 'preciso', 'reduzir', 'o', 'custo', 'brasilia', 'reducao', 'privilegiosreducao', 'numero', 'deputados', 'senadoresreduzir', 'numero', 'instancias', 'recursais', 'judiciario'];'E preciso reduzir e muito O custo Brasilia   Reducao de privilegiosreducao numero de deputados e senadoresreduzir numero de instancias recursais no judiciario    '
no;['nao', 'vi', 'corte', 'algum', 'deixar', 'de', 'gastar', 'nao', 'cortar'];'Nao vi corte algum DEIXAR DE GASTAR nao e cortar'
no;['mas', 'porque', 'inves', 'tirar', 'populacao', 'pobre', 'tambem', 'nao', 'crie', 'impostos', 'sobre', 'grandes', 'fortunas', 'exonere', 'cargos', 'partariados', 'comissao', 'corte', 'salarios', 'regalias', 'deputados', 'senadores', 'secretarios', 'presidente', 'republica', 'diminua', 'salarios', 'autos', 'magistrados', 'ai', 'sim', 'comeco', 'acreditar', 'neste', 'governo', 'brasil', 'melhor'];'Mas porque ao inves de tirar mais da populacao mais pobre tambem nao crie os impostos sobre grandes fortunas exonere os cargos partariados de comissao corte os salarios e regalias dos deputados senadores dos secretarios e do Presidente da Republica diminua o salarios autos dos magistrados ai sim eu comeco a acreditar mais neste governo e no Brasil melhor'
no;['em', 'filmes', 'novelas', 'culpa', 'sempre', 'mordomo'];'Em filmes e novelas a culpa e sempre do mordomo'
no;['temer', 'explique', 'sentir', 'propria', 'carne', 'ja', 'nao', 'vao', 'ser', 'cortados', 'nada', 'verbas'];'Temer  me explique o que e sentir na propria carne ja que nao vao ser cortados nada de suas verbas'
no;['ahahahahaha', 'voce', 'devera', 'trabalhar', 'dobro', 'triplo', 'nao'];'Ahahahahaha Voce devera trabalhar em dobro ou em triplo ele nao '
no;['senado', 'pagara', 'r', 'mil', 'reforma', 'gabinete', 'romero', 'juca', 'pmdbrr'];'Senado pagara R  mil por reforma no gabinete de Romero Juca PMDBRR'
no;['bem', 'lembrado', 'marcos', 'alves', 'essa', 'pec', 'importante', 'tao', 'sonhada', 'reforma', 'politica', 'eu', 'ja', 'participei'];'Bem lembrado Marcos Alves  Essa PEC e muito importante para a tao sonhada reforma politica Eu ja participei  '
no;['dinheiro', 'mao', 'sabe', 'vai', 'precisar', 'fazer', 'suprir', 'necessidades', 'casa', 'empresa', 'estado', 'municipio', 'pais', 'unico', 'sabe', 'aonde', 'economizar', 'corta', 'pra', 'nao', 'ver', 'negocio', 'afunda', 'restante', 'sao', 'julgadores', 'nao', 'sabem', 'acontecendo'];'quem esta com o dinheiro na mao e sabe o que vai precisar fazer para suprir as necessidades seja de sua casa de sua empresa de seu estado municipio e pais e o unico que sabe aonde tem que economizar o que tem que corta pra nao ver o seu negocio afunda o restante sao os julgadores que nao sabem o que esta acontecendo'
no;['discordo', 'partes', 'mas', 'porque', 'inves', 'tirar', 'populacao', 'pobre', 'tambem', 'nao', 'crie', 'impostos', 'sobre', 'grandes', 'fortunas', 'exonere', 'cargos', 'partariados', 'comissao', 'corte', 'salarios', 'regalias', 'deputados', 'senadores', 'secretarios', 'presidente', 'republica', 'diminua', 'salarios', 'autos', 'magistrados', 'ai', 'sim', 'comeco', 'acreditar', 'neste', 'governo', 'brasil', 'melhor'];'Discordo em partes Mas porque ao inves de tirar mais da populacao mais pobre tambem nao crie os impostos sobre grandes fortunas exonere os cargos partariados de comissao corte os salarios e regalias dos deputados senadores dos secretarios e do Presidente da Republica  diminua o salarios autos dos magistrados ai sim eu comeco a acreditar mais neste governo e no Brasil melhor'
no;['voce', 'viu', 'ja', 'sendo', 'cobrado', 'impostos', 'pessoas', 'aplicam', 'dinheiro', 'outros', 'paises', 'quanto', 'corta', 'salario', 'aumenta', 'imposto', 'ai', 'nao', 'resolveria', 'problema', 'sim', 'agravaria', 'cada', 'vez', 'agora', 'corta', 'gasto', 'desnecessario', 'sim', 'valido'];'mais voce viu que ja esta sendo cobrado os impostos de pessoas que aplicam seus dinheiro em outros paises e quanto  corta salario aumenta imposto isso ai nao resolveria o problema e sim agravaria cada vez mais agora corta gasto desnecessario isso sim e valido'
no;['o', 'governo', 'nao', 'pode', 'ter', 'carne', 'a', 'carne', 'estao', 'cortando', 'povo', 'via', 'deservicos', 'publicos'];'O governo nao tem e nem pode ter carne A carne que estao cortando e do povo via deservicos publicos '
no;['corta', 'propria', 'carne', 'onde', 'ministros', 'burlado', 'regra', 'fab', 'voos'];'Corta a propria carne onde Ministros teriam burlado regra da FAB em  voos'
no;['um', 'brasil', 'amanha', 'ele', 'disse', 'porem', 'amanha', 'agora', 'falando', 'aqui', 'recuperacao', 'pais', 'longo', 'prazo', 'anos', 'ate', 'la', 'governo', 'bem', 'ai', 'brasil', 'ja', 'nao', 'afundado', 'vezvai', 'vendo'];' Um Brasil de amanha Ele disse porem o amanha e agora o que esta se falando aqui e de uma recuperacao do pais a longo prazo  anos isso se ate la com este governo que esta bem ai o Brasil ja nao estiver afundado de vezVai vendo'
no;['melhor', 'comecar', 'cortando', 'despesas', 'porque', 'nao', 'ate', 'entao', 'nenhum', 'presidente', 'gaste', 'tantocomece', 'cortando', 'propria', 'carne'];'Melhor comecar cortando as despesas dele porque nao houve ate entao nenhum presidente que gaste tantocomece cortando a propria carne'
no;['cortar', 'carne', 'povo', 'sim', 'pq', 'autos', 'salarios', 'mordomias', 'nao', 'entram', 'limite', 'pec', 'maldadefora', 'temer'];'Cortar na carne do povo isso sim Pq os autos salarios e as mordomias nao entram no limite de pec da maldadefora temer'
no;['engracado', 'meter', 'mao', 'dinheiro', 'populacao', 'tempo', 'querer', 'ajudar', 'empresa', 'privada', 'oi', 'dinheiro', 'publico', 'o', 'jeito', 'esperar', 'outro', 'meteoro', 'dar', 'reset', 'novamente'];'Engracado e meter a mao no dinheiro da  populacao e ao mesmo tempo querer ajudar uma empresa privada  OI  com dinheiro publico O jeito e esperar outro meteoro dar o reset novamente'
no;['corta', 'propria', 'carne', 'teve', 'churrasco', 'planalto', 'chamaram', 'esta', 'unica', 'carne', 'cortam', 'na', 'mamata', 'certeza', 'nada'];'Corta a propria Carne Teve churrasco no Planalto e nem nos chamaram Esta e a unica Carne que eles cortam Na mamata deles com certeza nada'
no;['hahahahahahahahaa', 'hahahahahaha', 'e', 'piada', 'cara'];'hahahahahahahahaa hahahahahaha E uma piada esse cara '
no;['essa', 'reforma', 'urgente', 'a', 'proxima', 'previdencia', 'pec', 'fichinha', 'perto', 'se', 'deve', 'fazer'];'Essa e uma reforma urgente A proxima e previdencia PEC e fichinha perto do que SE DEVE fazer '
no;['cortando', 'propria', 'carne', 'aumentando', 'gastos', 'propaganda', 'ta', 'bom'];'Cortando na propria carne aumentando em  os gastos com propaganda ta bom'
no;['huahuahuahuahuahua', 'e', 'uma', 'piada', 'mesmo', 'esse', 'presidente'];'hUAHUAHUAHUAHUAHUA E UMA PIADA MESMO ESSE PRESIDENTE '
no;['so', 'falta', 'acabar', 'farra', 'cartoes', 'corporativos'];' so falta acabar com a farra dos cartoes corporativos'
no;['gastando', 'milhoes', 'meses', 'cartoes', 'corporativos', 'hipocrita'];'Gastando  MILHOES em   meses com cartoes corporativos Hipocrita'
no;['gerar', 'impopularidade', 'eleitores', 'parlamentares'];'gerar impopularidade com quem com os eleitores ou com os parlamentares '
no;['quera', 'saber', 'pq', 'povo', 'paga', 'erros', 'politicos', 'pq', 'nao', 'cortam', 'proprios', 'salario', 'verbas', 'gabinete', 'mandam', 'embora', 'monte', 'auxiliares', 'parlamentares', 'so', 'servira', 'sugar', 'dinheiro', 'publico', 'acabem', 'roubalheira', 'q', 'brasil', 'avanca'];'QUera saber pq o povo paga pelo erros dos politicos  Pq nao cortam os proprios salario  as verbas de gabinete e mandam embora aquele monte de auxiliares dos parlamentares que so servira sugar dinheiro publico  Acabem com a roubalheira q o Brasil avanca'
no;['todos', 'paises', 'sairam', 'dessa', 'crise', 'economica', 'sairam', 'alto', 'investimento', 'educacao', 'tecnologia', 'ja', 'brasil', 'receita', 'contrario', 'o', 'resultado', 'ja', 'sabemos', 'volta', 'republica', 'banana', 'classe', 'media', 'voltando', 'pobreza', 'pobreza', 'voltando', 'semiescravidao'];'Todos os paises que sairam dessa crise economica sairam com alto investimento em educacao e tecnologia Ja no Brasil a receita e o contrario O resultado ja sabemos a volta da Republica da Banana a classe media voltando para a pobreza e a pobreza voltando a semiescravidao'
no;['estes', 'politicos', 'ai', 'brasilia', 'praticamente', 'nenhum', 'ficha', 'limpa', 'sao', 'maiores', 'ladroes', 'brasil'];'Estes politicos ai de Brasilia praticamente nenhum tem ficha limpa sao os maiores ladroes do Brasil'
no;['acabou', 'mordomia', 'comunistas', 'vao', 'trabalhar', 'corruptos'];' acabou  a mordomia dos comunistas  vao trabalhar  fora seus corruptos'
no;['caminho', 'crescimento'];'esse e o caminho do crescimento'
no;['claro', 'nao', 'votacao', 'g', 'ai', 'favor', 'pec', 'dar', 'verdinho', 'contra', 'vermelho', 'vamos', 'ver', 'realmente', 'impopular'];'Claro que nao Votacao no G quem ai e a favor da PEC dar um verdinho e quem for contra o vermelho Vamos ver se realmente impopular'
no;['da', 'fazer', 'lista', 'cinquenta', 'itens', 'se', 'tivessemos', 'governo', 'povo', 'povo', 'tudo', 'diferente', 'temos', 'governantes', 'so', 'pensam', 'enriquecimento', 'proprio'];'Da para fazer uma lista com mais de cinquenta itens Se tivessemos um Governo do Povo e para o Povo  tudo seria diferente Temos Governantes que so pensam no enriquecimento proprio'
no;['nos', 'peocupemos', 'com', 'nosso', 'pais', 'este', 'esta', 'sujoos', 'outrosproblema', 'delesignorantes'];'NOS PEOCUPEMOS COM NOSSO PAIS ESTE ESTA SUJOOS OUTROSPROBLEMA DELESIGNORANTES'
no;['na', 'carne', 'carapalida'];'Na carne de quem carapalida'
no;['para', 'varias', 'aposentadorias', 'vai', 'sentir', 'corte', 'kkkkkkkkkkkk'];'Para ele que tem varias aposentadorias nem vai sentir o corte   kkkkkkkkkkkk'
no;['finalmente', 'chegou', 'hora', 'trabalhar', 'pra', 'ter', 'coisas', 'nesse', 'pais', 'ja', 'sentindo', 'trouxa', 'trabalhar', 'pra', 'poder', 'comprar', 'coisas'];'Finalmente chegou  a hora de trabalhar pra ter as coisas nesse pais Ja estava me sentindo um trouxa de trabalhar pra poder comprar minhas coisas '
no;['preparemse', 'todos', 'corte', 'concursos', 'publicos', 'poderao', 'colocar', 'apadrinhados', 'altos', 'salarios', 'concurso', 'verbas', 'saude', 'educacao', 'seguranca', 'publica', 'aguardem', 'aumento', 'assaltos', 'para', 'reduzir', 'gastos', 'bastaria', 'fazer', 'cortes', 'altos', 'salarios', 'cargos', 'comissionados', 'concurso', 'beneficios', 'gestores'];'Preparemse todos Corte para concursos publicos poderao colocar seus apadrinhados com altos salarios sem concurso sem verbas para saude educacao e seguranca publica  aguardem aumento de assaltos Para reduzir gastos bastaria fazer cortes nos altos salarios de cargos comissionados sem concurso e beneficios dos gestores'
no;['na', 'carne', 'aumento', 'varias', 'categorias', 'servidores', 'servis', 'dao', 'suporte', 'tudo', 'sendo', 'feito', 'o', 'unico', 'vai', 'sentir', 'impactos', 'reais', 'povo', 'incrivel', 'pareca', 'tao', 'alienado', 'grande', 'parcela', 'apoia', 'loucura'];'Na carne de quem Aumento para varias categorias de servidores servis que dao suporte a tudo que esta sendo feito O unico que vai sentir os impactos reais e o povo que por incrivel que pareca foi tao alienado que uma grande parcela apoia essa loucura'
no;['tem', 'tonto', 'acredita', 'nessa', 'palhacada', 'vai', 'cortar', 'apenas', 'pobre', 'necessitada', 'saude', 'educacao', 'governo', 'pra', 'ser', 'aprovado', 'terceirizacao', 'mes', 'vao', 'aprovar', 'caixa', 'delacoes', 'odebrecht', 'poderem', 'ser', 'realizadas', 'nao', 'punirem', 'imundos'];'Tem tonto que acredita nessa palhacada vai cortar apenas do pobre que necessitada de saude e educacao do governo esta pra ser aprovado a terceirizacao esse mes  e vao aprovar o caixa  para que as Delacoes da  Odebrecht poderem ser realizadas e nao punirem os imundos'
no;['nao', 'vai', 'ter', 'golpe', 'dilmae', 'povo', 'bonito', 'trabalhador', 'vai', 'colocar', 'la', 'novamente'];'Nao vai ter golpe Dilmae  o povo bonito e trabalhador vai te colocar la novamente'
no;['todo', 'sem', 'nocaosem', 'argumento', 'adestradojoga', 'culpa', 'em', 'quem', 'nem', 'sabe'];'TODO SEM NOCAOSEM ARGUMENTO ADESTRADOJOGA CULPA EM QUEM NEM SABE'
no;['antonio', 'oliveira', 'a', 'venezuela', 'a', 'gasolina', 'vale', 'centavos', 'de', 'dolar', 'nem', 'por', 'isso', 'e', 'potencia'];'Antonio Oliveira A VENEZUELA A GASOLINA VALE   CENTAVOS DE DOLAR NEM POR ISSO E POTENCIA'
no;['nao', 'reconheco', 'governo', 'ilegitimo', 'golpista', 'fora', 'temer', 'companhia'];'Nao reconheco esse governo ilegitimo e golpista Fora Temer e companhia'
yes;['ninguem', 'importa', 'vc', 'mae', 'nada'];'ninguem se importa com vc nem sua mae seu nada'
no;['e', 'palestras', 'analfabeto', 'quantas', 'proferidas', 'apos', 'lava', 'jato'];'E as palestras do analfabeto  Quantas foram proferidas apos a Lava Jato'
no;['esse', 'presidente', 'venham', 'reformas', 'vamos', 'trabalhar', 'chega', 'mimimi'];'Esse e o meu presidente que venham as reformas e vamos trabalhar chega de mimimi '
no;['povao', 'o', 'governo', 'quer', 'cortar', 'direitos', 'previdenciarios', 'cortar', 'gastos', 'educacao', 'saude', 'tudo', 'manter', 'privilegios', 'poderosos', 'nao', 'podemos', 'aceitar', 'vamos', 'protestar', 'vamos', 'lulo', 'lulala'];'Povao O governo quer cortar direitos previdenciarios e cortar gastos com educacao e saude Tudo isso para manter os privilegios dos poderosos Nao podemos aceitar Vamos protestar Vamos de Lulo  e Lulala '
no;['so', 'vejo', 'comunistas', 'contra', 'pec', 'resto', 'q', 'vejo', 'sao', 'todos', 'favor'];'So vejo os comunistas contra a PEC o resto q vejo sao todos a favor'
no;['enfim', 'iniciativa', 'vistas', 'futuro', 'nao', 'so', 'proxima', 'eleicao'];'Enfim uma iniciativa com vistas no futuro e nao so na proxima eleicao'
no;['heranca', 'governo', 'anterior'];'Heranca do governo anterior'
no;['falando', 'heranca', 'sao', 'anos', 'pec', 'heranca', 'pra', 'deixar'];'Falando em heranca sao  anos de PEC haja heranca pra deixar'
no;['voce', 'e', 'um', 'brincalhao'];'vOCE E UM BRINCALHAO '
no;['parabens', 'pres', 'tomar', 'mediadas', 'duras', 'culpa', 'pte'];'Parabens Pres temos que tomar mediadas duras e culpa do PTe'
yes;['vai', 'lascar', 'miquinho', 'amestrado'];'Vai te lascar miquinho amestrado'
yes;['idiota'];'IDIOTA'
yes;['vai', 'pro', 'tanque', 'sras', 'sonia'];'Vai pro tanque sras Sonia'
no;['sonia', 'cartao', 'corporativo', 'presidente', 'ja', 'bateu', 'casa', 'r', 'milhoes', 'meses'];'Sonia o cartao corporativo do seu presidente ja bateu a casa dos R  milhoes em  meses'
no;['ja', 'ouviu', 'algum', 'dia', 'falar', 'antenas', 'nao', 'longo', 'alcance', 'nao', 'ne', 'rsrs'];'Ja ouviu algum dia falar em antenas nao essas aquelas de longo alcance Nao ne rsrs'
no;['perfeita', 'explicacao', 'fisica', 'antonio', 'souza', 'mas', 'acho', 'oc', 'ot', 'ninguem', 'transmite', 'ne'];'Perfeita explicacao fisica Antonio Souza Mas acho que em OC e OT ninguem mais transmite ne'
no;['quem', 'famoso', 'transglobe', 'philcoso', 'vai', 'servir', 'pra', 'ouvir', 'radio', 'paraguai'];'Quem tem o famoso transglobe da Philcoso vai servir pra ouvir radio do Paraguai'
no;['isso', 'fm', 'local', 'loge', 'tudo', 'nao', 'chega', 'acabar', 'radio', 'interior', 'despovoado', 'meta'];'Isso mesmo FM e local e loge de tudo nao chega Acabar com radio no interior despovoado e a meta'
no;['leio', 'noticia', 'tristeza', 'a', 'transmissao', 'am', 'unica', 'possibilidade', 'ouvir', 'radio', 'lugares', 'longinquos', 'deste', 'brasilsao', 'a', 'transmissao', 'fm', 'demais', 'limitada', 'baixo', 'alcance', 'devido', 'frequencias', 'radio', 'transmissao', 'se', 'duas', 'modalidades', 'sao', 'autorizadas', 'legais', 'nao', 'precisa', 'sr', 'presidente', 'dar', 'trabalho', 'mas', 'contrario', 'deveria', 'estimular', 'radio', 'transmissao', 'am', 'locais', 'onde', 'populacoes', 'necessitam', 'acesso', 'transmissoes', 'radio', 'ate', 'inclusao', 'social', 'inclusao', 'nacional', 'e', 'pena'];'Leio a noticia com tristeza A transmissao em AM e a unica possibilidade de ouvir radio nos lugares mais longinquos deste nosso Brasilsao A transmissao em FM e por demais limitada e baixo alcance devido as frequencias de radio transmissao Se as duas modalidades sao autorizadas e legais nao precisa o Sr Presidente se dar a esse trabalho Mas ao contrario deveria estimular a radio transmissao em AM para os locais onde as populacoes necessitam de acesso as transmissoes de radio ate para inclusao social e inclusao Nacional E uma pena'
no;['as', 'radios', 'sao', 'controladas', 'politicos', 'so', 'precisavam', 'presidente', 'certo', 'pra', 'ganhar', 'presente', 'muita', 'gente', 'vai', 'xiar', 'am', 'maior', 'alcance'];'As radios sao controladas por politicos so precisavam do presidente certo pra ganhar o presente Muita gente  vai xiar o AM tem maior alcance'
no;['para', 'nao', 'entende', 'existe', 'sim', 'transmissao', 'radio', 'am', 'aindaem', 'cidades', 'pequenas', 'locais', 'afastados', 'capitais', 'onde', 'fm', 'nao', 'chega', 'chiadosa', 'am', 'chega', 'ruim', 'cheganos', 'cantoes', 'deste', 'brasilzao', 'so', 'am', 'chega', 'muita', 'palha', 'aco', 'anteninhasagora', 'povo', 'pode', 'ficar', 'entretenimentopois', 'tv', 'analogica', 'sempre', 'luxo', 'tv', 'digital', 'sera', 'utopiaagora', 'amserao', 'isolados', 'ate', 'informacoestudo', 'queriam', 'sabe'];'Para quem nao entende existe sim a transmissao de radio AM aindaem cidades pequenas nos locais mais afastados das capitais  onde fm nao chega nem com chiadosa AM chega ruim mas cheganos  cantoes deste Brasilzao  so AM chega e com muita palha de aco nas anteninhasagora esse povo pode ficar sem este entretenimentopois tv analogica sempre foi luxo a TV digital sera utopiaagora sem AMserao isolados  ate de informacoestudo que eles queriam quem sabe'
no;['nem', 'todo', 'mundo', 'mora', 'cidades', 'acorda'];'Nem todo mundo mora em cidades meu Acorda'
no;['o', 'brasil', 'milhoes', 'km', 'a', 'propagacao', 'fm', 'nao', 'passa', 'km'];'O Brasil tem  milhoes de km meu A propagacao da FM nao passa de  km'
no;['deixa', 'pra', 'la', 'esquece', 'e', 'dificil', 'tentar', 'fazer', 'compreender', 'basico', 'basico', 'bjs', 'tata'];'Deixa pra la Esquece E dificil tentar fazer compreender o basico do basico Bjs Tata'
no;['infelizmentehoje', 'dias', 'melhor', 'ser', 'arruaceiro', 'agitador', 'brasil', 'ser', 'trabalhador', 'honesto'];'Infelizmentehoje em dias e melhor ser arruaceiro e agitador no Brasil do que ser trabalhador honesto'
no;['com', 'certeza', 'lista', 'contem', 'politicos', 'lamentavel'];'Com certeza essa lista contem  de politicos  Lamentavel'
no;['e', 'imoralidade', 'vai', 'ter', 'fim', 'ate', 'trabalhadores', 'vao', 'ter', 'sustentar', 'parasitas'];'E quando essa imoralidade vai ter fim Ate quando trabalhadores vao ter que sustentar parasitas'
no;['farra', 'do', 'boi', 'logo', 'logo', 'vai', 'ter', 'mais', 'um', 'pedindo', 'anistiasabe', 'quem', 'e', 'ne', 'faz', 'me', 'rir'];'FARRA DO BOI  LOGO LOGO VAI TER MAIS UM PEDINDO ANISTIASABE QUEM E NE  FAZ ME RIR'
no;['e', 'familias', 'soldados', 'civis', 'mortos', 'bombas', 'terroristas', 'so', 'recebem', 'xingamentos', 'esse', 'pais', 'so', 'defende', 'premios', 'bandidos'];'E as familias dos soldados e dos civis mortos pelas bombas dos terroristas so recebem xingamentos Esse pais so defende e da premios a bandidos'
no;['cara', 'bota', 'preco', 'ideal', 'nao', 'idealistae', 'mercenario'];'Cara que bota preco em ideal nao e idealistaE mercenario'
no;['foi', 'anistia', 'governo', 'militar', 'deixou', 'brasil', 'pior'];'Foi com anistia que o governo militar deixou o Brasil na pior'
no;['noticia', 'nao', 'interessa', 'globo'];'essa noticia nao interessa a globo'
no;['torra', 'absurdo', 'politicos', 'militares', 'judiciario', 'problema', 'velhinho', 'pega', 'salario', 'minimo'];'Torra se absurdo com politicos militares judiciario e o problema e o velhinho que com  pega um salario minimo'
no;['o', 'problema', 'caras', 'tirarem', 'dinheiro', 'previdencia', 'trabalhadores', 'iniciativa', 'privada', 'pagar', 'beneficios', 'servidor', 'publico', 'civilmilitar'];'O problema e os caras tirarem dinheiro da previdencia dos trabalhadores da iniciativa privada para pagar beneficios para servidor publico civilmilitar'
no;['o', 'senado', 'instituicoes', 'caras', 'inuteis', 'pais', 'votando', 'corte', 'gastos', 'outros', 'naobando', 'ladravazes', 'erario'];'O Senado um das instituicoes mas caras e inuteis do pais votando o corte de gastos dos outros os deles naoBando de ladravazes do erario'
no;['temos', 'que', 'ir', 'pras', 'ruas', 'mostrar', 'que', 'nao', 'aceitaremos'];'TEMOS QUE IR PRAS RUAS MOSTRAR QUE NAO ACEITAREMOS '
no;['a', 'pec', 'mal', 'comeca', 'semana', 'fim', 'pais'];'A pec do mal comeca esta semana o fim de nosso pais '
no;['usando', 'calculo', 'diferencial', 'integral', 'voce', 'anos', 'contribuicao', 'comecou', 'anos', 'hoje', 'anos', 'reforma', 'vai', 'cair', 'pedagio', 'ate', 'faltam', 'anos', 'talvez', 'voce', 'trabalhe', 'uns', 'anosse', 'menos', 'anos', 'cairia', 'reforma', 'completa'];'Usando o calculo diferencial e integral se voce tem  anos de contribuicao e comecou aos  anos hoje tem  anos pela reforma vai cair no pedagio de  ate  faltam  anos talvez voce trabalhe mais uns  anosse tivesse menos de  anos cairia na reforma completa'
no;['preparem', 'pec', 'aprovado', 'brasil', 'sera', 'nova', 'etiopia'];'Preparem se esse  PEC  for aprovado  o Brasil sera uma  nova Etiopia '
no;['e', 'grana', 'pra', 'salvar', 'oi', 'vai', 'sair', 'onde'];'E a grana pra salvar a oi vai sair de onde'
no;['agora', 'setor', 'eletrico', 'ninguem', 'quer', 'investigar'];'agora e do setor eletrico que ninguem quer investigar'
yes;['demente', 'total'];'Demente total '
no;['temos', 'acabar', 'rotulos', 'esquerda', 'direita', 'tem', 'politicos', 'corruptos', 'todos', 'partidos', 'vemos', 'clareza', 'alguns', 'partidos', 'defendem', 'interesses', 'elite', 'outros', 'povao', 'outra', 'pmdb', 'psdb', 'nao', 'sao', 'partidos', 'sao', 'quadrilhas', 'organizadas'];'Temos que acabar com esses rotulos de esquerda ou direita Tem politicos corruptos em todos os partidos Vemos com clareza que alguns partidos defendem interesses da elite e outros do povao Outra PMDB e PSDB nao sao partidos sao quadrilhas organizadas'
no;['esquerda', 'ai', 'nao', 'condicoes', 'linderberg', 'gleisi', 'fatima', 'bezzeratotalmente', 'insanos'];'essa esquerda que esta ai nao tem condicoes com linderberg gleisi fatima bezzeratotalmente insanos'
yes;['joao', 'pereira', 'anencefalo', 'seus', 'comentarios', 'sempre', 'enojam'];'Joao Pereira seu anencefalo Seus comentarios sempre me enojam '
no;['olha', 'nisso', 'concordar', 'joao', 'melhor', 'pagar', 'sm', 'estudante', 'presidiario'];'Olha nisso tenho que concordar com o Joao melhor pagar um SM para um estudante do que para um presidiario'
no;['esse', 'pais', 'podreque', 'nojo'];'Esse pais esta podreque nojo'
no;['nao', 'entendi', 'colocacao', 'podre', 'onde', 'pais', 'nao', 'pais'];'nao entendi a colocacao podre  onde  pais  nao e no pais'
no;['eu', 'nao', 'entendi', 'edsonda', 'explicar', 'duvida', 'melhor'];'Eu que nao entendi seu Edsonda para explicar a duvida melhor'
no;['outro', 'bertin', 'lexotankkkvixemas', 'vc', 'ainda', 'mortadela', 'filho'];'Outro seu Bertin lexotankkkVixemas vc ainda e mortadela meu filho'
no;['resultado', 'anos', 'patria', 'educadora', 'educando', 'ladroes', 'corruptos'];'Resultado de  anos de patria educadora Educando ladroes e corruptos'
no;['engracado', 'voce', 'disputar', 'emprego', 'voce', 'perdera'];'Engracado e que se voce disputar emprego com eles voce perdera'
no;['votaremos', 'quisermos', 'voto', 'livre', 'vc', 'nao', 'gosta', 'problema'];'votaremos em quem quisermos o voto e livre se vc nao gosta problema o seu'
no;['nao', 'frase', 'so', 'nascendo', 'novo', 'para', 'brasil', 'so', 'colonizando', 'novo'];'Nao tem aquela frase  so nascendo de novo  Para o Brasil so colonizando de novo'
